"Date","Price","Open","High","Low","Change %"
"May 04, 1984","6.3677","6.3677","6.3677","6.3677","0.54%"
"May 03, 1984","6.3334","6.3334","6.3334","6.3334","-0.01%"
"May 02, 1984","6.3343","6.3343","6.3343","6.3343","-0.21%"
"May 01, 1984","6.3475","6.3475","6.3475","6.3475","-0.12%"
"Apr 30, 1984","6.3550","6.3550","6.3550","6.3550","-0.54%"
"Apr 27, 1984","6.3896","6.3896","6.3896","6.3896","0.29%"
"Apr 26, 1984","6.3712","6.3712","6.3712","6.3712","-0.19%"
"Apr 25, 1984","6.3833","6.3833","6.3833","6.3833","0.15%"
"Apr 24, 1984","6.3736","6.3736","6.3736","6.3736","-0.88%"
"Apr 19, 1984","6.4300","6.4300","6.4300","6.4300","0.48%"
"Apr 18, 1984","6.3991","6.3991","6.3991","6.3991","-0.44%"
"Apr 17, 1984","6.4277","6.4277","6.4277","6.4277","0.26%"
"Apr 16, 1984","6.4108","6.4108","6.4108","6.4108","-0.14%"
"Apr 13, 1984","6.4201","6.4201","6.4201","6.4201","-0.26%"
"Apr 12, 1984","6.4368","6.4368","6.4368","6.4368","0.14%"
"Apr 11, 1984","6.4281","6.4281","6.4281","6.4281","0.30%"
"Apr 10, 1984","6.4087","6.4087","6.4087","6.4087","-0.59%"
"Apr 09, 1984","6.4468","6.4468","6.4468","6.4468","0.32%"
"Apr 06, 1984","6.4261","6.4261","6.4261","6.4261","-0.36%"
"Apr 05, 1984","6.4496","6.4496","6.4496","6.4496","0.22%"
"Apr 04, 1984","6.4354","6.4354","6.4354","6.4354","0.14%"
"Apr 03, 1984","6.4263","6.4263","6.4263","6.4263","-0.63%"
"Apr 02, 1984","6.4672","6.4672","6.4672","6.4672","0.32%"
"Mar 30, 1984","6.4466","6.4466","6.4466","6.4466","-0.06%"
"Mar 29, 1984","6.4503","6.4503","6.4503","6.4503","0.47%"
"Mar 28, 1984","6.4204","6.4204","6.4204","6.4204","-0.63%"
"Mar 27, 1984","6.4612","6.4612","6.4612","6.4612","0.67%"
"Mar 26, 1984","6.4182","6.4182","6.4182","6.4182","0.11%"
"Mar 23, 1984","6.4113","6.4113","6.4113","6.4113","0.38%"
"Mar 22, 1984","6.3873","6.3873","6.3873","6.3873","-0.21%"
"Mar 21, 1984","6.4007","6.4007","6.4007","6.4007","-0.15%"
"Mar 20, 1984","6.4104","6.4104","6.4104","6.4104","0.25%"
"Mar 19, 1984","6.3941","6.3941","6.3941","6.3941","-0.36%"
"Mar 16, 1984","6.4175","6.4175","6.4175","6.4175","-0.08%"
"Mar 15, 1984","6.4226","6.4226","6.4226","6.4226","-0.58%"
"Mar 14, 1984","6.4599","6.4599","6.4599","6.4599","0.48%"
"Mar 13, 1984","6.4291","6.4291","6.4291","6.4291","0.00%"
"Mar 12, 1984","6.4291","6.4291","6.4291","6.4291","-0.25%"
"Mar 09, 1984","6.4451","6.4451","6.4451","6.4451","-0.04%"
"Mar 08, 1984","6.4480","6.4480","6.4480","6.4480","-0.22%"
"Mar 07, 1984","6.4621","6.4621","6.4621","6.4621","0.63%"
"Mar 06, 1984","6.4217","6.4217","6.4217","6.4217","-0.21%"
"Mar 05, 1984","6.4353","6.4353","6.4353","6.4353","-0.23%"
"Mar 02, 1984","6.4500","6.4500","6.4500","6.4500","0.51%"
"Mar 01, 1984","6.4174","6.4174","6.4174","6.4174","-0.24%"
"Feb 29, 1984","6.4326","6.4326","6.4326","6.4326","0.19%"
"Feb 28, 1984","6.4206","6.4206","6.4206","6.4206","0.43%"
"Feb 27, 1984","6.3928","6.3928","6.3928","6.3928","0.15%"
"Feb 24, 1984","6.3831","6.3831","6.3831","6.3831","-0.23%"
"Feb 23, 1984","6.3979","6.3979","6.3979","6.3979","0.20%"
"Feb 22, 1984","6.3850","6.3850","6.3850","6.3850","0.46%"
"Feb 21, 1984","6.3556","6.3556","6.3556","6.3556","-0.09%"
"Feb 17, 1984","6.3612","6.3612","6.3612","6.3612","-0.12%"
"Feb 16, 1984","6.3690","6.3690","6.3690","6.3690","0.38%"
"Feb 15, 1984","6.3451","6.3451","6.3451","6.3451","0.56%"
"Feb 14, 1984","6.3099","6.3099","6.3099","6.3099","-0.20%"
"Feb 10, 1984","6.3224","6.3224","6.3224","6.3224","-0.20%"
"Feb 09, 1984","6.3351","6.3351","6.3351","6.3351","0.31%"
"Feb 08, 1984","6.3154","6.3154","6.3154","6.3154","0.21%"
"Feb 07, 1984","6.3021","6.3021","6.3021","6.3021","-0.64%"
"Feb 06, 1984","6.3428","6.3428","6.3428","6.3428","0.63%"
"Feb 03, 1984","6.3030","6.3030","6.3030","6.3030","-0.33%"
"Feb 02, 1984","6.3239","6.3239","6.3239","6.3239","0.69%"
"Feb 01, 1984","6.2805","6.2805","6.2805","6.2805","0.14%"
"Jan 31, 1984","6.2717","6.2717","6.2717","6.2717","0.14%"
"Jan 30, 1984","6.2628","6.2628","6.2628","6.2628","-0.05%"
"Jan 27, 1984","6.2662","6.2662","6.2662","6.2662","-0.25%"
"Jan 26, 1984","6.2819","6.2819","6.2819","6.2819","0.09%"
"Jan 25, 1984","6.2765","6.2765","6.2765","6.2765","0.23%"
"Jan 24, 1984","6.2619","6.2619","6.2619","6.2619","-0.17%"
"Jan 23, 1984","6.2724","6.2724","6.2724","6.2724","0.33%"
"Jan 20, 1984","6.2519","6.2519","6.2519","6.2519","-0.48%"
"Jan 19, 1984","6.2819","6.2819","6.2819","6.2819","0.66%"
"Jan 18, 1984","6.2406","6.2406","6.2406","6.2406","-0.44%"
"Jan 17, 1984","6.2681","6.2681","6.2681","6.2681","-0.40%"
"Jan 16, 1984","6.2931","6.2931","6.2931","6.2931","0.27%"
"Jan 13, 1984","6.2760","6.2760","6.2760","6.2760","0.08%"
"Jan 12, 1984","6.2710","6.2710","6.2710","6.2710","-0.37%"
"Jan 11, 1984","6.2940","6.2940","6.2940","6.2940","-0.04%"
"Jan 10, 1984","6.2967","6.2967","6.2967","6.2967","0.03%"
"Jan 09, 1984","6.2948","6.2948","6.2948","6.2948","-0.01%"
"Jan 06, 1984","6.2957","6.2957","6.2957","6.2957","0.11%"
"Jan 05, 1984","6.2886","6.2886","6.2886","6.2886","-0.28%"
"Jan 04, 1984","6.3063","6.3063","6.3063","6.3063","-0.66%"
"Jan 03, 1984","6.3485","6.3485","6.3485","6.3485","0.10%"
"Dec 30, 1983","6.3422","6.3422","6.3422","6.3422","0.29%"
"Dec 29, 1983","6.3240","6.3240","6.3240","6.3240","0.22%"
"Dec 28, 1983","6.3102","6.3102","6.3102","6.3102","0.21%"
"Dec 23, 1983","6.2967","6.2967","6.2967","6.2967","-0.29%"
"Dec 22, 1983","6.3149","6.3149","6.3149","6.3149","0.03%"
"Dec 21, 1983","6.3127","6.3127","6.3127","6.3127","-0.09%"
"Dec 20, 1983","6.3187","6.3187","6.3187","6.3187","-0.03%"
"Dec 19, 1983","6.3203","6.3203","6.3203","6.3203","0.23%"
"Dec 16, 1983","6.3057","6.3057","6.3057","6.3057","-0.34%"
"Dec 15, 1983","6.3275","6.3275","6.3275","6.3275","0.13%"
"Dec 14, 1983","6.3192","6.3192","6.3192","6.3192","-0.18%"
"Dec 13, 1983","6.3305","6.3305","6.3305","6.3305","0.06%"
"Dec 12, 1983","6.3270","6.3270","6.3270","6.3270","-0.01%"
"Dec 09, 1983","6.3277","6.3277","6.3277","6.3277","0.08%"
"Dec 08, 1983","6.3227","6.3227","6.3227","6.3227","0.98%"
"Dec 07, 1983","6.2612","6.2612","6.2612","6.2612","0.35%"
"Dec 06, 1983","6.2394","6.2394","6.2394","6.2394","0.18%"
"Dec 05, 1983","6.2284","6.2284","6.2284","6.2284","-0.06%"
"Dec 02, 1983","6.2322","6.2322","6.2322","6.2322","0.09%"
"Dec 01, 1983","6.2265","6.2265","6.2265","6.2265","-0.24%"
"Nov 30, 1983","6.2417","6.2417","6.2417","6.2417","0.50%"
"Nov 29, 1983","6.2105","6.2105","6.2105","6.2105","-0.50%"
"Nov 28, 1983","6.2420","6.2420","6.2420","6.2420","0.19%"
"Nov 25, 1983","6.2302","6.2302","6.2302","6.2302","-0.05%"
"Nov 23, 1983","6.2332","6.2332","6.2332","6.2332","0.08%"
"Nov 22, 1983","6.2283","6.2283","6.2283","6.2283","0.31%"
"Nov 21, 1983","6.2088","6.2088","6.2088","6.2088","-0.43%"
"Nov 18, 1983","6.2353","6.2353","6.2353","6.2353","-0.25%"
"Nov 17, 1983","6.2507","6.2507","6.2507","6.2507","-0.38%"
"Nov 16, 1983","6.2744","6.2744","6.2744","6.2744","0.47%"
"Nov 15, 1983","6.2453","6.2453","6.2453","6.2453","0.01%"
"Nov 14, 1983","6.2444","6.2444","6.2444","6.2444","-0.18%"
"Nov 10, 1983","6.2556","6.2556","6.2556","6.2556","-0.04%"
"Nov 09, 1983","6.2583","6.2583","6.2583","6.2583","0.09%"
"Nov 07, 1983","6.2526","6.2526","6.2526","6.2526","-0.12%"
"Nov 04, 1983","6.2598","6.2598","6.2598","6.2598","-0.30%"
"Nov 03, 1983","6.2788","6.2788","6.2788","6.2788","0.28%"
"Nov 02, 1983","6.2610","6.2610","6.2610","6.2610","-0.36%"
"Nov 01, 1983","6.2839","6.2839","6.2839","6.2839","-0.20%"
"Oct 31, 1983","6.2966","6.2966","6.2966","6.2966","-0.33%"
"Oct 28, 1983","6.3174","6.3174","6.3174","6.3174","0.25%"
"Oct 27, 1983","6.3016","6.3016","6.3016","6.3016","-0.07%"
"Oct 26, 1983","6.3062","6.3062","6.3062","6.3062","-0.05%"
"Oct 25, 1983","6.3092","6.3092","6.3092","6.3092","0.16%"
"Oct 24, 1983","6.2989","6.2989","6.2989","6.2989","-0.40%"
"Oct 21, 1983","6.3245","6.3245","6.3245","6.3245","0.09%"
"Oct 20, 1983","6.3187","6.3187","6.3187","6.3187","0.26%"
"Oct 19, 1983","6.3021","6.3021","6.3021","6.3021","-0.06%"
"Oct 18, 1983","6.3059","6.3059","6.3059","6.3059","0.13%"
"Oct 17, 1983","6.2975","6.2975","6.2975","6.2975","-0.02%"
"Oct 14, 1983","6.2987","6.2987","6.2987","6.2987","0.29%"
"Oct 13, 1983","6.2805","6.2805","6.2805","6.2805","-0.12%"
"Oct 12, 1983","6.2878","6.2878","6.2878","6.2878","-0.18%"
"Oct 11, 1983","6.2993","6.2993","6.2993","6.2993","-0.30%"
"Oct 07, 1983","6.3184","6.3184","6.3184","6.3184","0.28%"
"Oct 06, 1983","6.3005","6.3005","6.3005","6.3005","0.25%"
"Oct 05, 1983","6.2845","6.2845","6.2845","6.2845","0.33%"
"Oct 04, 1983","6.2638","6.2638","6.2638","6.2638","-0.12%"
"Oct 03, 1983","6.2715","6.2715","6.2715","6.2715","0.22%"
"Sep 30, 1983","6.2578","6.2578","6.2578","6.2578","0.04%"
"Sep 29, 1983","6.2551","6.2551","6.2551","6.2551","-0.38%"
"Sep 28, 1983","6.2791","6.2791","6.2791","6.2791","0.25%"
"Sep 27, 1983","6.2635","6.2635","6.2635","6.2635","-0.19%"
"Sep 26, 1983","6.2757","6.2757","6.2757","6.2757","0.29%"
"Sep 23, 1983","6.2578","6.2578","6.2578","6.2578","-0.03%"
"Sep 22, 1983","6.2598","6.2598","6.2598","6.2598","-0.07%"
"Sep 21, 1983","6.2642","6.2642","6.2642","6.2642","-0.39%"
"Sep 20, 1983","6.2886","6.2886","6.2886","6.2886","0.45%"
"Sep 19, 1983","6.2606","6.2606","6.2606","6.2606","0.15%"
"Sep 16, 1983","6.2515","6.2515","6.2515","6.2515","-0.15%"
"Sep 15, 1983","6.2608","6.2608","6.2608","6.2608","-0.07%"
"Sep 14, 1983","6.2653","6.2653","6.2653","6.2653","-0.60%"
"Sep 13, 1983","6.3034","6.3034","6.3034","6.3034","0.26%"
"Sep 12, 1983","6.2869","6.2869","6.2869","6.2869","-0.37%"
"Sep 09, 1983","6.3105","6.3105","6.3105","6.3105","0.39%"
"Sep 08, 1983","6.2858","6.2858","6.2858","6.2858","-0.01%"
"Sep 07, 1983","6.2867","6.2867","6.2867","6.2867","-0.54%"
"Sep 06, 1983","6.3209","6.3209","6.3209","6.3209","0.62%"
"Sep 02, 1983","6.2817","6.2817","6.2817","6.2817","-0.14%"
"Sep 01, 1983","6.2903","6.2903","6.2903","6.2903","0.16%"
"Aug 31, 1983","6.2801","6.2801","6.2801","6.2801","-0.06%"
"Aug 30, 1983","6.2838","6.2838","6.2838","6.2838","-0.52%"
"Aug 26, 1983","6.3164","6.3164","6.3164","6.3164","-0.48%"
"Aug 25, 1983","6.3466","6.3466","6.3466","6.3466","0.29%"
"Aug 24, 1983","6.3280","6.3280","6.3280","6.3280","-0.38%"
"Aug 23, 1983","6.3522","6.3522","6.3522","6.3522","0.38%"
"Aug 22, 1983","6.3284","6.3284","6.3284","6.3284","-0.05%"
"Aug 19, 1983","6.3316","6.3316","6.3316","6.3316","-0.26%"
"Aug 18, 1983","6.3484","6.3484","6.3484","6.3484","-0.07%"
"Aug 17, 1983","6.3526","6.3526","6.3526","6.3526","1.01%"
