"Date","Price","Open","High","Low","Change %"
"Aug 21, 2020","6.8356","6.7628","6.8667","6.7432","1.07%"
"Aug 20, 2020","6.7629","6.7490","6.8103","6.7235","0.24%"
"Aug 19, 2020","6.7465","6.7158","6.7555","6.7028","0.48%"
"Aug 18, 2020","6.7141","6.6963","6.7344","6.6785","0.35%"
"Aug 17, 2020","6.6910","6.7038","6.7284","6.6861","-0.04%"
"Aug 14, 2020","6.6936","6.7211","6.7563","6.6947","-0.33%"
"Aug 13, 2020","6.7160","6.7533","6.7699","6.7057","-0.48%"
"Aug 12, 2020","6.7485","6.7774","6.7966","6.7307","-0.40%"
"Aug 11, 2020","6.7753","6.7689","6.7847","6.7229","0.13%"
"Aug 10, 2020","6.7666","6.7594","6.7837","6.7040","0.18%"
"Aug 07, 2020","6.7543","6.7415","6.7822","6.7311","0.20%"
"Aug 06, 2020","6.7410","6.7471","6.7831","6.7203","-0.10%"
"Aug 05, 2020","6.7477","6.8302","6.8543","6.7340","-1.27%"
"Aug 04, 2020","6.8348","6.8208","6.8372","6.7979","0.22%"
"Aug 03, 2020","6.8200","6.8059","6.8443","6.7582","0.48%"
"Jul 31, 2020","6.7874","6.7630","6.8168","6.7252","0.38%"
