57240000,0.98030,0.98030,0.98030,0.98030,0,0.98126,0.98126,0.98126,0.98126,0
63420000,0.98097,0.98097,0.98097,0.98097,0,0.98193,0.98193,0.98193,0.98193,0
63480000,0.98097,0.98097,0.98097,0.98097,0,0.98193,0.98193,0.98193,0.98193,0
63540000,0.98097,0.98097,0.98087,0.98087,0,0.98193,0.98193,0.98184,0.98184,0
63600000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
63660000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
63720000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
63780000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
63840000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
63900000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
63960000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
64020000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
64080000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
64140000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
64200000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
64260000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
64320000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
64380000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
64440000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
64500000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
64560000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
64620000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
64680000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
64740000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
64800000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
64860000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
64920000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
64980000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
65040000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
65100000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
65160000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
65220000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
65280000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
65340000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
65400000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
65460000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
65520000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
65580000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
65640000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
65700000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
65760000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
65820000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
65880000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
65940000,0.98145,0.98145,0.98145,0.98145,0,0.98241,0.98241,0.98241,0.98241,0
