"Date","Price","Open","High","Low","Change %"
"Oct 25, 2018","8.9193","8.9320","8.9642","8.9031","-0.15%"
"Oct 24, 2018","8.9323","8.9909","8.9977","8.9222","-0.67%"
"Oct 23, 2018","8.9924","8.9887","9.0120","8.9657","0.05%"
"Oct 22, 2018","8.9879","9.0229","9.0569","8.9802","-0.45%"
"Oct 19, 2018","9.0289","8.9763","9.0447","8.9642","0.57%"
"Oct 18, 2018","8.9773","9.0152","9.0375","8.9732","-0.43%"
"Oct 17, 2018","9.0160","9.0704","9.0784","9.0109","-0.60%"
"Oct 16, 2018","9.0701","9.0724","9.1097","9.0624","-0.02%"
"Oct 15, 2018","9.0719","9.0571","9.0982","9.0397","0.14%"
"Oct 12, 2018","9.0594","9.0816","9.0980","9.0371","-0.26%"
"Oct 11, 2018","9.0832","9.0276","9.0914","9.0254","0.61%"
"Oct 10, 2018","9.0284","9.0013","9.0500","8.9958","0.31%"
"Oct 09, 2018","9.0008","8.9961","9.0120","8.9551","0.05%"
"Oct 08, 2018","8.9965","9.0257","9.0386","8.9726","-0.36%"
"Oct 05, 2018","9.0290","9.0222","9.0484","8.9961","0.08%"
"Oct 04, 2018","9.0219","8.9953","9.0429","8.9847","0.29%"
"Oct 03, 2018","8.9962","9.0459","9.0886","8.9868","-0.55%"
"Oct 02, 2018","9.0459","9.0639","9.0716","9.0166","-0.18%"
"Oct 01, 2018","9.0623","9.0876","9.1041","9.0494","-0.28%"
"Sep 28, 2018","9.0876","9.0973","9.1199","9.0517","-0.12%"
"Sep 27, 2018","9.0984","9.1717","9.1857","9.0948","-0.80%"
"Sep 26, 2018","9.1714","9.1898","9.2159","9.1579","-0.25%"
"Sep 25, 2018","9.1944","9.1760","9.2101","9.1625","0.17%"
"Sep 24, 2018","9.1785","9.1767","9.2257","9.1562","0.03%"
"Sep 21, 2018","9.1759","9.2354","9.2424","9.1562","-0.65%"
"Sep 20, 2018","9.2357","9.1565","9.2437","9.1522","0.85%"
"Sep 19, 2018","9.1578","9.1500","9.1911","9.1363","0.07%"
"Sep 18, 2018","9.1515","9.1653","9.1985","9.1385","-0.15%"
"Sep 17, 2018","9.1649","9.1197","9.1774","9.1149","0.43%"
"Sep 14, 2018","9.1254","9.1749","9.2015","9.1167","-0.54%"
"Sep 13, 2018","9.1745","9.1251","9.1854","9.1110","0.54%"
"Sep 12, 2018","9.1248","9.1103","9.1446","9.0811","0.16%"
"Sep 11, 2018","9.1105","9.1014","9.1413","9.0778","0.10%"
"Sep 10, 2018","9.1010","9.0742","9.1191","9.0473","0.35%"
"Sep 07, 2018","9.0690","9.1236","9.1461","9.0666","-0.59%"
"Sep 06, 2018","9.1226","9.1287","9.1520","9.1083","-0.07%"
"Sep 05, 2018","9.1287","9.0906","9.1371","9.0599","0.41%"
"Sep 04, 2018","9.0910","9.1239","9.1278","9.0489","-0.36%"
"Sep 03, 2018","9.1241","9.1017","9.1281","9.0915","0.18%"
"Aug 31, 2018","9.1073","9.1609","9.1771","9.0929","-0.58%"
"Aug 30, 2018","9.1602","9.1881","9.1976","9.1357","-0.32%"
"Aug 29, 2018","9.1895","9.1803","9.1924","9.1461","0.10%"
"Aug 28, 2018","9.1801","9.1670","9.2119","9.1547","0.14%"
"Aug 27, 2018","9.1670","9.1296","9.1799","9.0998","0.48%"
"Aug 24, 2018","9.1230","9.0583","9.1384","9.0536","0.71%"
"Aug 23, 2018","9.0585","9.1012","9.1049","9.0496","-0.49%"
"Aug 22, 2018","9.1031","9.0816","9.1245","9.0673","0.22%"
